gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
ENSG00000225840.2,ENSG00000225840,0.14632804875038072,401302738487.3044,-3.049977370180434,0.43986728899180527,6.98790845523701,17.09552524712704,0.0,-0.9771024378435844,2.267297576416976,-0.7884202185075557,0.6207077631352809,4.618782751570889,19.7325530263317,2.267297576416976,90.95078662099114,0.0,51,True
ENSG00000251705.1,RNA5-8SP6,0.22256784350918832,0.347561738819548,-0.5753165833125898,0.12371494894923969,14.389574211344485,4.8231892215038386,0.0,-0.6738975967836343,-0.1533855368378353,-0.4459990031604536,0.18131009236481183,0.5507438999511994,-1.1851053596623071,-0.1533855368378353,0.3475552407425283,0.0,14,True
ENSG00000273858.1,ENSG00000273858,,,,,,,,,,,,,,,,,2,False
ENSG00000273693.1,CDRT15P10,0.20190150573550172,1322561266819.5183,-4.653313105608229,0.7159457121838325,24.785619927172068,8.149673576640815,0.0,-0.9247781892868964,-0.5275403028760736,-0.8135709669501014,0.10854063506672804,1.1877274275674052,0.7223085501128796,-0.5275403028760736,2.196044574290275,0.0,23,True
ENSG00000271365.1,ENSG00000271365,,,,,,,,,,,,,,,,,0,False
ENSG00000271309.1,ENSG00000271309,,,,,,,,,,,,,,,,,0,False
ENSG00000270570.1,ENSG00000270570,,,,,,,,,,,,,,,,,0,False
ENSG00000291032.2,ENSG00000291032,0.7197102431247241,10.497109038536912,-0.781874040699225,0.165601527461555,186.25201915488816,5.472914622047642,0.0,-0.9811906622699454,-0.1410068865496566,-0.739602786794648,0.14560695559368714,1.0379797144426843,1.5859709116745204,-0.1410068865496566,10.497098122610298,0.0,169,True
ENSG00000274231.1,ENSG00000274231,,,,,,,,,,,,,,,,,3,False
ENSG00000278212.5,ENSG00000278212,0.42158751581505205,5.567694123196557,-0.8910384261355669,0.037585814478082034,24.393322892500493,18.101632511522563,0.0,-0.9410656852260876,-0.409948002856899,-0.8288065205986317,0.11193339373490388,1.7550931075794587,3.04039787283664,-0.409948002856899,5.567144288955597,0.0,44,True
ENSG00000274502.1,ANKRD20A6P,,,,,,,,,,,,,,,,,1,False
ENSG00000274162.1,SNX18P1Y,,,,,,,,,,,,,,,,,8,False
